BatteryLevel,State,DistanceL,DistanceR,SpeedLExp,SpeedRExp,SpeedLBuff,SpeedRBuff,OutputL,OutputR
2.82,0,1.47,-0,0,-0,0,-0,0,0
2.82,0,1.47,-0,0,-0,0,-0,0,0
2.81,0,1.47,-0,0,-0,0,-0,0,0
2.82,0,1.47,-0,0,-0,0,-0,0,0
2.82,0,1.47,-0,0,-0,0,-0,0,0
2.82,0,1.47,-0,0,-0,0,-0,0,0
2.82,0,1.47,-0,0,-0,0,-0,1.14,1.14
2.77,0,1.47,-0,0,-0,0,-0,1.14,1.14
2.73,0,2.95,-0,0.15,-0,14.76,-0,1.14,1.14
2.72,0,2.95,-0,0.99,-0,14.66,-0,1.14,1.14
2.7,0,4.42,2.95,2.1,0.72,29.09,29.09,1.14,1.14
2.69,0,7.36,2.95,4.97,2.38,58.83,29.42,1.14,1.14
2.69,0,8.84,4.42,6.84,3.61,73.44,44.07,1.14,1.14
2.69,0,10.31,7.36,11.95,7.8,88.86,74.05,1.14,1.14
2.69,0,14.73,8.84,17.02,11.61,134.4,89.6,1.14,1.14
2.7,0,16.2,11.78,22.97,16.24,147.18,117.74,1.14,1.14
2.69,0,17.67,13.25,26.98,19.42,163.34,133.64,1.14,1.14
2.69,0,22.09,14.73,38.02,27.94,209.93,149.95,1.14,1.14
2.7,0,23.56,17.67,44.82,33.51,210.57,180.49,1.14,1.14
2.7,0,26.51,19.14,55.8,44.18,241.43,196.16,1.14,1.14
2.72,0,29.45,22.09,65.02,50.11,245.4,199.38,1.14,1.14
2.73,0,32.4,25.03,74.35,57.79,261.6,215.43,1.14,1.14
2.72,0,35.34,26.51,81.98,63.96,276.19,214.81,1.14,1.14
2.74,0,38.29,27.98,91.9,72.77,283.48,223.8,1.14,1.14
2.72,0,42.71,30.93,103.36,79.95,300.37,210.26,1.14,1.14
2.73,0,45.65,32.4,113.13,86.9,315.42,225.3,1.14,1.14
2.76,0,50.07,36.82,122.89,93.78,316.04,225.74,1.14,1.14
2.76,0,53.01,38.29,130.67,99.44,315.49,225.3,1.14,1.14
2.77,0,57.43,39.76,142.41,107.18,330.2,240.15,1.14,1.14
2.78,0,61.85,44.18,152.38,113.57,343.92,239.25,1.14,1.14
2.77,0,64.8,45.65,160.42,118.41,360.34,225.49,1.14,1.14
2.76,0,69.21,48.6,171.96,125.24,360.34,240.23,1.14,1.14
2.78,0,72.16,50.07,179.53,129.62,358.74,239.16,1.14,1.14
2.78,0,75.1,51.54,190.28,135.52,374.13,239.44,1.14,1.14
2.78,0,79.52,55.96,198.75,140.51,360.81,240.54,1.14,1.14
2.78,0,82.47,57.43,206.8,145.52,360.55,240.37,1.14,1.14
2.77,0,85.41,58.9,212.87,148.98,360.6,230.78,-1.16,-1.16
2.75,0,88.36,63.32,217.12,151.85,346.52,245.56,-1.16,-1.16
2.71,0,88.36,63.32,222.52,156.04,302.43,230.42,-1.16,-1.16
2.7,0,88.36,61.85,225.89,158.71,275.11,188.23,-1.16,-1.16
2.69,0,88.36,61.85,227.16,159.59,230.41,172.81,-1.16,-1.16
2.69,0,86.88,60.38,225.69,158.41,188.68,130.63,-1.16,-1.16
2.72,0,85.41,58.9,220.65,154.91,117.17,87.87,-1.16,-1.16
2.71,0,83.94,58.9,218.42,153.56,101.41,57.71,-1.16,-1.16
2.7,0,80.99,55.96,208.99,146.67,28.74,14.37,-1.16,-1.16
2.69,0,78.05,54.49,195.75,137.08,-43.43,-43.43,-1.16,-1.16
2.68,0,75.1,51.54,184.67,129.33,-121.35,-91.01,-1.07,-1.07
2.69,0,72.16,50.07,165.07,114.58,-180.36,-150.3,-1.07,-1.07
2.67,0,67.74,47.12,147.55,101.45,-210.69,-164.99,-1.07,-1.07
2.7,0,67.74,47.12,126.41,86.21,-224,-164.27,-1.07,-1.07
2.71,0,63.32,44.18,111.81,76.31,-240.44,-165.3,-1.07,-1.07
2.72,0,60.38,42.71,97.22,66.51,-269.96,-179.97,-1.07,-1.07
2.73,0,55.96,39.76,78.6,53.97,-302.11,-196.37,-1.07,-1.07
2.73,0,53.01,36.82,59.82,41.13,-297.4,-208.18,-1.07,-1.07
2.74,0,48.6,33.87,38.05,26.68,-314.34,-209.56,-1.07,-1.07
2.73,0,45.65,32.4,23.72,17.32,-327.11,-208.16,-1.07,-1.07
2.75,0,42.71,29.45,3.25,3.68,-324.59,-221.31,-0.93,-0.93
2.77,0,39.76,27.98,-6.83,-2.89,-326.68,-222.74,-0.93,-0.93
2.78,0,36.82,25.03,-19.29,-11.55,-317.54,-230.94,-0.93,-0.93
2.78,0,33.87,23.56,-34.13,-24.25,-331.24,-232.22,-0.93,-0.93
2.79,0,33.87,20.62,-47.51,-32.73,-301.99,-244.47,-0.93,-0.93
2.81,0,30.93,19.14,-59.71,-42.7,-290.19,-232.15,-0.93,-0.93
2.81,0,27.98,16.2,-68.95,-50.49,-288.66,-245.36,-0.93,-0.93
2.81,0,23.56,14.73,-81.92,-60.81,-294.82,-221.11,-0.93,-0.93
2.82,0,22.09,11.78,-91.81,-69.3,-280.06,-235.84,-0.93,-0.93
2.77,0,17.67,8.84,-100.95,-77.39,-276.8,-233.1,-0.93,-0.93
2.76,0,14.73,7.36,-110.88,-86.44,-268.67,-223.89,-0.81,-0.81
2.76,0,11.78,4.42,-117.03,-92.25,-276.95,-233.22,-0.81,-0.81
2.78,0,10.31,2.95,-124.51,-99.17,-255.74,-240.69,-0.81,-0.81
2.79,0,8.84,-0,-131.38,-106.86,-286.29,-226.02,-0.81,-0.81
2.8,0,4.42,-2.95,-139.4,-111.69,-300.59,-240.47,-0.81,-0.81
2.81,0,1.47,-4.42,-148.06,-118.57,-287.35,-226.85,-0.81,-0.81
2.8,0,-1.47,-5.89,-153.51,-122.81,-288.25,-227.57,-0.81,-0.81
2.81,0,-2.95,-7.36,-157.92,-126.7,-263.68,-219.74,-0.81,-0.81
2.81,0,-5.89,-10.31,-163.53,-131.14,-277.49,-219.07,-0.81,-0.81
2.8,0,-8.84,-11.78,-168.87,-135.19,-264.88,-206.02,-0.81,-0.81
2.8,0,-11.78,-14.73,-174.17,-139.07,-264.81,-220.68,-0.68,-0.68
2.81,0,-14.73,-16.2,-178.86,-142.32,-264.89,-206.02,-0.68,-0.68
2.8,0,-17.67,-17.67,-183.43,-145.24,-279.06,-205.62,-0.68,-0.68
2.8,0,-19.14,-19.14,-185.3,-146.42,-279.16,-205.7,-0.68,-0.68
2.79,0,-22.09,-20.62,-190.58,-149.42,-264.87,-181.23,-0.68,-0.68
2.79,0,-25.03,-23.56,-194.57,-151.45,-266.61,-196.45,-0.68,-0.68
2.8,0,-27.98,-25.03,-197.67,-153.21,-265.89,-195.92,-0.68,-0.68
2.81,0,-30.93,-26.51,-202.02,-155.49,-280.25,-182.16,-0.68,-0.68
2.81,0,-32.4,-27.98,-204.63,-156.79,-272.28,-186.29,-0.68,-0.68
2.81,0,-35.34,-29.45,-208,-158.09,-257.38,-171.58,-0.68,-0.68
2.81,0,-36.82,-32.4,-210.35,-158.94,-243.31,-186.06,-0.68,-0.68
2.8,0,-39.76,-32.4,-212.54,-159.58,-245.4,-173.22,-0.57,-0.57
2.81,0,-42.71,-33.87,-214.5,-159.91,-257.22,-157.19,-0.57,-0.57
2.81,0,-44.18,-35.34,-215.73,-159.71,-246.69,-154.18,-0.57,-0.57
2.81,0,-47.12,-38.29,-217.25,-159.99,-240.36,-165.25,-0.57,-0.57
2.81,0,-48.6,-38.29,-218.21,-159.79,-225.35,-150.24,-0.57,-0.57
2.81,0,-51.54,-39.76,-218.82,-158.81,-224.81,-134.88,-0.57,-0.57
2.81,0,-53.01,-41.23,-218.79,-158.48,-226,-150.67,-0.57,-0.57
2.81,0,-54.49,-42.71,-218.89,-157.98,-212.75,-136.77,-0.57,-0.57
2.8,0,-55.96,-44.18,-218.58,-157.57,-210.39,-150.28,-0.57,-0.57
2.81,0,-58.9,-45.65,-218.06,-156.61,-219.25,-131.55,-0.57,-0.57
2.8,0,-58.9,-45.65,-217.3,-155.42,-190.42,-131.83,-0.46,-0.46
2.81,0,-58.9,-45.65,-214.76,-153.58,-161.8,-117.67,-0.46,-0.46
2.81,0,-60.38,-48.6,-210.32,-151.01,-146.85,-117.48,-0.46,-0.46
2.81,0,-61.85,-48.6,-208.3,-149.88,-147.16,-103.05,-0.46,-0.46
2.81,0,-61.85,-50.07,-203.95,-147.38,-132.35,-102.94,-0.46,-0.46
2.8,0,-64.8,-51.54,-197.07,-143.4,-117.8,-103.08,-0.46,-0.46
2.8,0,-64.8,-51.54,-197.07,-143.4,-117.8,-103.08,-0.46,-0.46
2.81,0,-66.27,-53.01,-193.95,-141.67,-117.91,-103.17,-0.46,-0.46
2.81,0,-67.74,-54.49,-189.35,-138.99,-117.75,-103.04,-0.46,-0.46
2.8,0,-67.74,-54.49,-185.01,-136.97,-90.04,-90.04,-0.46,-0.46
2.8,0,-67.74,-55.96,-180.37,-134.98,-90.43,-105.51,-0.34,-0.34
2.8,0,-69.21,-55.96,-176.69,-133.38,-120.33,-90.25,-0.34,-0.34
2.81,0,-70.69,-57.43,-173.68,-131.75,-106.33,-106.33,-0.34,-0.34
2.8,0,-70.69,-58.9,-170.03,-130.01,-90.22,-105.25,-0.34,-0.34
2.81,0,-70.69,-58.9,-166.15,-128.39,-90.11,-90.11,-0.34,-0.34
2.8,0,-72.16,-58.9,-162.59,-126.53,-91.52,-91.52,-0.34,-0.34
2.8,0,-72.16,-60.38,-158.44,-124.88,-74.83,-89.79,-0.34,-0.34
2.8,0,-72.16,-61.85,-153.76,-122.59,-60.31,-90.47,-0.34,-0.34
2.8,0,-73.63,-61.85,-149.17,-120.55,-60.08,-75.1,-0.34,-0.34
2.81,0,-73.63,-61.85,-145.61,-118.7,-59.32,-74.15,-0.34,-0.34
2.81,5,-73.63,-63.32,-140.54,-115.93,-44.38,-73.97,-0.34,-0.34
2.81,5,-73.63,-64.8,-136.76,-114.84,-44.57,-89.13,-0.34,-0.34
2.81,5,-73.63,-64.8,-133.71,-113.89,-28.63,-71.57,0.53,0.49
2.81,5,-75.1,-64.8,-128.98,-111.81,-42.88,-71.47,0.53,0.49
2.8,5,-75.1,-66.27,-124.75,-109.54,-42.78,-71.3,0.53,0.49
2.81,5,-75.1,-66.27,-121.24,-108.04,-28.44,-71.1,0.53,0.49
2.81,5,-73.63,-64.8,-114.96,-104.57,-14.17,-42.51,0.53,0.49
2.82,5,-73.63,-64.8,-110.99,-101.53,-14.16,-42.48,0.53,0.49
2.8,5,-72.16,-63.32,-104.76,-97.39,14.15,-14.15,0.53,0.49
2.81,5,-70.69,-61.85,-99.92,-93.69,28.97,-0,0.53,0.49
2.81,5,-70.69,-60.38,-92.41,-87.64,28.69,28.69,0.53,0.49
2.81,5,-69.21,-60.38,-86.04,-81.93,42.9,28.6,0.53,0.49
2.81,5,-67.74,-58.9,-79.25,-75.63,59.43,59.43,0.53,0.49
2.81,5,-67.74,-58.9,-71.85,-69,75.08,60.07,0.53,0.49
2.81,5,-66.27,-57.43,-64.53,-61.52,89.5,89.5,0.53,0.49
2.8,5,-66.27,-55.96,-58.59,-55.25,77.72,93.27,0.53,0.49
2.81,5,-64.8,-54.49,-51.35,-47.88,89.74,104.69,0.53,0.49
2.8,5,-63.32,-54.49,-42.57,-39.17,103.85,89.01,0.53,0.49
2.81,5,-61.85,-53.01,-36.94,-33.97,104.24,104.24,0.53,0.49
2.8,5,-61.85,-53.01,-30.31,-27.77,91.18,91.18,0.53,0.49
2.8,5,-60.38,-51.54,-23.86,-21.6,103.85,89.27,0.53,0.49
2.8,5,-58.9,-50.07,-17.6,-15.87,104.01,104.01,0.53,0.49
2.8,5,-57.43,-48.6,-10.54,-7.81,116.8,102.2,0.53,0.49
2.81,5,-55.96,-48.6,-5.47,-4.5,118.23,103.45,0.53,0.49
2.81,5,-54.49,-47.12,0.76,0.38,118.69,103.86,0.53,0.49
2.81,5,-53.01,-47.12,6.87,4.89,122.83,92.12,0.53,0.49
2.81,5,-51.54,-45.65,12.92,9.25,151.1,90.66,0.53,0.49
2.81,5,-50.07,-44.18,19.07,13.67,135.19,105.15,0.53,0.49
2.81,5,-48.6,-44.18,24.77,17.86,135.51,90.34,0.53,0.49
2.81,5,-47.12,-42.71,30.76,22.13,150.09,105.06,0.53,0.49
2.82,5,-44.18,-41.23,36.76,25.76,165.09,105.16,0.53,0.49
2.81,5,-44.18,-39.76,43.7,30.12,165.11,105.07,0.53,0.49
2.81,5,-41.23,-39.76,48.28,32.83,167.48,91.35,0.53,0.49
2.8,5,-39.76,-38.29,52.64,35.52,160.58,102.18,0.53,0.49
2.81,5,-38.29,-36.82,58.08,39.08,160.32,102.02,0.53,0.49
2.81,5,-36.82,-35.34,63.88,44.19,158.56,100.9,0.53,0.49
2.81,5,-35.34,-35.34,67.8,45.33,159.83,101.71,0.53,0.49
2.81,5,-33.87,-33.87,71.44,47.57,174.61,101.86,0.53,0.49
2.8,5,-30.93,-32.4,77.19,51.32,174.79,101.94,0.53,0.49
2.81,5,-30.93,-32.4,79.73,52.78,157.84,115.65,0.53,0.49
2.81,5,-27.98,-30.93,84.89,56.73,158.8,101.05,0.53,0.49
2.81,5,-26.51,-29.45,88.94,58.76,172.91,101.38,0.53,0.49
2.81,5,-25.03,-27.98,92.8,60.99,160.38,116.64,0.53,0.49
2.82,5,-23.56,-27.98,96.32,63.27,164,104.36,0.53,0.49
2.82,5,-20.62,-26.51,99.91,65.42,178.6,104.18,0.53,0.49
2.81,5,-20.62,-25.03,102.86,67.39,163.57,118.96,0.53,0.49
2.81,5,-17.67,-25.03,106.58,69.54,178.79,104.29,0.53,0.49
2.81,5,-16.2,-23.56,109.51,71.52,163.39,103.98,0.53,0.49
2.81,5,-14.73,-22.09,112.45,72.97,163.08,103.78,0.53,0.49
2.8,5,-13.25,-22.09,114.52,74.08,167.67,103.04,0.53,0.49
2.8,5,-11.78,-20.62,117.6,75.88,165.36,105.23,0.53,0.49
2.81,5,-8.84,-19.14,120.23,77.31,180.21,105.12,0.53,0.49
2.8,5,-8.84,-19.14,121.68,78.12,161.71,102.91,0.53,0.49
2.81,5,-5.89,-17.67,124.96,79.8,178.46,104.1,0.53,0.49
2.81,5,-4.42,-16.2,127,80.98,163.18,103.84,0.53,0.49
2.81,5,-2.95,-14.73,128.92,81.63,179.19,103.96,0.53,0.49
2.81,5,-1.47,-13.25,131.26,82.96,163.46,104.02,0.53,0.49
2.82,5,0,-13.25,132.82,83.79,164.24,104.51,0.53,0.49
2.82,5,2.95,-11.78,135.07,84.84,178.44,104.09,0.53,0.49
2.81,5,4.42,-10.31,136.99,85.68,179.12,104.49,0.53,0.49
2.82,5,5.89,-8.84,138.28,86.73,163.41,118.84,0.53,0.49
2.82,5,7.36,-8.84,139.29,87.56,163.54,104.07,0.53,0.49
2.82,5,8.84,-7.36,140.5,88.78,170.67,108.61,0.53,0.49
2.79,5,10.31,-7.36,141.67,89.6,165.26,90.14,0.53,0.49
2.79,5,11.78,-5.89,142.53,90.36,165.07,105.04,0.53,0.49
2.8,5,14.73,-2.95,143.92,91.97,164.45,104.65,0.53,0.49
2.79,5,14.73,-2.95,143.92,91.97,164.45,104.65,0.53,0.49
2.8,5,14.73,-1.47,144.24,93.15,150.22,120.18,0.53,0.49
2.8,5,16.2,-1.47,144.17,93.77,135.45,105.35,0.53,0.49
2.79,5,17.67,-0,144.18,94.62,134.64,104.72,0.53,0.49
2.79,5,19.14,1.47,144.09,95.24,135.25,105.2,0.53,0.49
2.8,5,20.62,1.47,143.93,95.56,135.2,90.13,0.53,0.49
2.8,5,22.09,2.95,143.18,96.05,132.99,103.44,0.53,0.49
2.8,5,22.09,4.42,142.74,96.72,118.91,118.91,0.53,0.49
2.8,5,23.56,4.42,142,97.07,118.51,103.69,0.53,0.49
2.8,5,25.03,5.89,141.01,97.42,118.92,104.05,0.53,0.49
2.8,5,26.51,7.36,139.74,97.69,122.79,107.44,0.53,0.49
2.81,5,26.51,8.84,138.59,97.87,104.12,104.12,0.53,0.49
2.8,5,27.98,8.84,137.19,98.17,119.02,104.14,0.53,0.49
2.81,5,27.98,10.31,135.57,98.61,103.88,103.88,0.53,0.49
2.81,5,29.45,11.78,134.03,98.73,104.1,104.1,0.53,0.49
2.81,5,30.93,11.78,132.55,98.98,104.06,104.06,0.53,0.49
2.81,5,32.4,13.25,131.35,98.91,105.61,105.61,0.53,0.49
2.81,5,33.87,14.73,130.07,98.87,105.09,105.09,0.53,0.49
2.8,5,33.87,14.73,128.85,99.03,105.16,90.13,0.53,0.49
2.79,5,36.82,16.2,127.83,99.32,120.36,105.31,0.53,0.49
2.8,5,38.29,16.2,127.32,99.02,120.06,90.05,0.53,0.49
2.8,5,38.29,17.67,126.97,98.88,120.07,90.05,0.53,0.49
2.8,5,39.76,19.14,126.92,98.88,135.19,90.13,0.53,0.49
2.79,5,42.71,20.62,127.36,98.79,134.64,104.72,0.53,0.49
2.8,5,44.18,20.62,127.83,98.74,136.05,90.7,0.53,0.49
2.81,5,44.18,22.09,128.16,99.03,135.73,105.57,0.53,0.49
2.81,5,42.71,23.56,127.77,99.05,105.33,105.33,0.53,0.49
2.8,5,44.18,23.56,126.67,98.9,105.29,90.25,0.53,0.49
2.8,5,45.65,25.03,125.91,98.92,105.49,90.42,0.53,0.49
2.8,5,47.12,26.51,124.91,99.24,105.15,105.15,0.53,0.49
2.8,5,48.6,27.98,124.09,99.68,105.34,105.34,0.53,0.49
2.81,5,50.07,27.98,123.59,99.93,105.16,105.16,0.53,0.49
2.8,5,51.54,29.45,123.28,100.05,106.08,106.08,0.53,0.49
2.81,5,53.01,29.45,123.19,100.05,120.15,103.11,0.53,0.49
2.79,5,55.96,32.4,123.04,100.4,118.91,118.91,0.53,0.49
2.79,5,57.43,32.4,123.29,100.59,133.72,104.01,0.53,0.49
2.8,5,58.9,33.87,123.98,101.15,147.19,117.75,0.53,0.49
2.8,5,60.38,35.34,126.33,101.4,163.96,119.25,0.53,0.49
2.8,5,63.32,35.34,128.45,101.68,178.67,89.33,0.53,0.49
2.8,5,64.8,36.82,130.73,101.67,178.78,104.29,0.53,0.49
2.8,5,66.27,38.29,132.77,102.04,178.04,103.86,0.53,0.49
2.8,5,67.74,39.76,134.57,102.3,178.89,119.26,0.53,0.49
2.8,5,69.21,39.76,136.43,102.52,178.54,104.15,0.53,0.49
2.8,5,70.69,41.23,137.85,102.66,167.19,106.39,0.53,0.49
2.81,5,72.16,41.23,139.09,102.51,166.29,90.71,0.53,0.49
2.81,5,73.63,42.71,140.41,102.66,166.09,105.7,0.53,0.49
2.81,5,75.1,44.18,141.06,102.57,166.54,105.98,0.53,0.49
2.81,5,76.58,45.65,142.65,102.76,158.62,115.36,0.53,0.49
2.81,5,79.52,45.65,144.01,102.68,173.41,101.16,0.53,0.49
2.8,5,80.99,47.12,145.15,102.73,172.53,100.64,0.53,0.49
2.8,5,82.47,48.6,146.06,102.34,171.28,99.91,0.53,0.49
2.8,5,83.94,48.6,147.12,102.28,173.88,101.43,0.53,0.49
2.81,5,86.88,50.07,148.11,102.22,173.15,101,0.53,0.49
2.8,5,86.88,51.54,149.17,102.28,159.32,101.39,0.53,0.49
2.79,5,89.83,51.54,150.2,102.22,173,115.61,0.53,0.49
2.8,5,91.3,53.01,151.17,102.29,173.13,101,0.53,0.49
2.81,5,92.78,54.49,152.2,102.24,169.64,107.95,0.53,0.49
2.8,5,94.25,55.96,153.15,102.39,165.18,105,0.53,0.49
2.81,5,95.72,55.96,153.88,102.52,165.19,105.12,0.53,0.49
2.81,5,98.67,57.43,154.6,102.51,181,105.58,0.53,0.49
2.81,5,98.67,58.9,155.47,102.83,165.76,105.48,0.53,0.49
2.81,5,101.61,58.9,156.25,102.79,180.84,90.42,0.53,0.49
2.81,5,103.08,61.85,156.54,103.06,165.29,120.21,0.53,0.49
2.8,5,104.56,61.85,157.44,103.47,179.48,104.7,0.53,0.49
2.8,5,106.03,63.32,157.5,103.83,165.2,105.12,0.53,0.49
2.81,5,107.5,63.32,157.57,103.88,165.23,105.14,0.53,0.49
2.81,5,107.5,64.8,157.21,104.24,150.69,105.48,0.53,0.49
2.81,5,110.45,66.27,157.3,103.98,165.43,105.28,0.53,0.49
2.81,5,110.45,67.74,156.94,104.47,150.23,120.18,0.53,0.49
2.81,5,111.92,67.74,156.02,104.51,135.58,105.45,0.53,0.49
2.81,5,113.39,69.21,155.28,104.67,134.66,104.74,0.53,0.49
2.82,5,113.39,70.69,153.99,104.83,119.89,104.91,0.53,0.49
2.81,5,114.86,70.69,152.62,104.55,120.42,90.31,0.53,0.49
2.8,5,116.34,72.16,150.87,104.15,120.49,105.43,0.53,0.49
2.8,5,116.34,73.63,149.38,104.07,106.07,106.07,0.53,0.49
2.8,5,117.81,73.63,147.47,103.94,104.93,89.94,0.53,0.49
2.81,5,119.28,75.1,145.7,103.86,106.01,106.01,0.53,0.49
2.81,5,120.75,76.58,143.52,103.74,105.18,105.18,0.53,0.49
2.81,5,122.23,76.58,141.81,103.23,120.2,90.15,0.53,0.49
2.81,5,122.23,78.05,139.81,102.9,105.46,90.39,0.53,0.49
2.81,5,123.7,79.52,138.16,102.85,105.18,105.18,0.53,0.49
2.8,5,125.17,79.52,136.85,102.52,120.16,90.12,0.53,0.49
2.8,5,126.65,80.99,135.45,102.37,105.65,105.65,0.53,0.49
2.8,5,128.12,82.47,134.25,102.23,120.18,105.16,0.53,0.49
2.8,5,129.59,82.47,133.85,101.75,135.8,90.53,0.53,0.49
2.8,5,131.06,83.94,133.52,101.66,135.27,105.21,0.53,0.49
2.8,5,131.06,83.94,133.41,101.43,120.37,90.28,0.53,0.49
2.81,5,129.59,85.41,131.67,101.41,100.93,115.35,0.53,0.49
2.8,5,131.06,86.88,129.76,101.26,98.38,98.38,0.53,0.49
2.81,5,132.54,88.36,129.13,101.33,98.12,112.13,0.53,0.49
2.8,5,135.48,89.83,127.47,101.27,126.8,98.63,0.53,0.49
2.8,5,135.48,89.83,126.87,101.14,112.1,98.09,0.53,0.49
2.8,5,136.95,91.3,126.14,101.54,112.21,112.21,0.53,0.49
2.8,5,139.9,92.78,125.42,101.87,112.77,112.77,0.53,0.49
2.81,5,141.37,92.78,125.06,101.82,126.2,98.16,0.53,0.49
2.8,5,142.84,94.25,124.84,102.19,126.75,98.58,0.53,0.49
2.8,5,144.32,95.72,124.89,102.2,154.4,108.08,0.53,0.49
2.8,5,145.79,97.19,126.75,102.36,165.45,105.29,0.53,0.49
2.8,5,147.26,97.19,128.79,102.51,166.55,105.99,0.53,0.49
2.8,5,150.21,98.67,130.69,102.71,169.6,107.93,0.53,0.49
2.8,5,151.68,100.14,132.44,102.72,165.73,105.47,0.53,0.49
2.81,5,153.15,100.14,134.49,102.69,166.28,90.7,0.53,0.49
2.81,5,154.63,101.61,135.8,102.67,167.59,91.41,0.53,0.49
2.81,5,156.1,103.08,137.78,102.73,165.37,105.24,0.53,0.49
2.81,5,159.04,104.56,139.43,102.85,180.85,105.49,0.53,0.49
2.81,5,159.04,104.56,140.71,102.93,165.06,105.04,0.53,0.49
2.81,5,161.99,106.03,142.33,103.17,180,105,0.53,0.49
2.81,5,163.46,107.5,143.94,102.97,165.21,105.13,0.53,0.49
2.81,5,164.93,108.97,145.26,103.07,165.11,105.07,0.53,0.49
2.81,5,166.41,108.97,146.17,103.13,161.17,102.56,0.53,0.49
2.8,5,167.88,110.45,147.42,103.24,165.64,105.41,0.53,0.49
2.81,5,170.82,110.45,148.43,103.18,180.62,90.31,0.53,0.49
2.81,5,172.3,111.92,149.61,103.17,180.2,105.12,0.53,0.49
2.81,5,173.77,113.39,150.7,102.84,180.58,105.34,0.53,0.49
2.8,5,175.24,114.86,151.41,102.8,165.12,105.07,0.53,0.49
2.8,5,176.71,114.86,152.42,102.94,166.11,105.71,0.53,0.49
2.81,5,178.19,116.34,153.09,103.04,165.19,105.12,0.53,0.49
2.8,5,179.66,117.81,153.42,103.12,161.56,102.81,0.53,0.49
2.81,5,182.61,119.28,154.68,102.81,176.62,103.03,0.53,0.49
2.81,5,182.61,119.28,154.75,102.81,160.94,102.42,0.53,0.49
2.82,5,185.55,120.75,155.3,103.05,173.01,100.92,0.53,0.49
2.82,5,187.02,122.23,155.9,103.25,173.6,115.73,0.53,0.49
2.81,5,188.5,122.23,156.33,103.41,173.05,100.95,0.53,0.49
2.81,5,189.97,123.7,156.54,103.82,160.32,102.02,0.53,0.49
2.81,5,191.44,125.17,156.79,103.97,158.62,115.36,0.53,0.49
2.8,5,192.91,126.65,156.89,103.98,159.76,116.19,0.53,0.49
2.81,5,194.39,126.65,156.98,104.01,158.93,101.14,0.53,0.49
2.81,5,195.86,128.12,157.21,104.3,162.3,103.28,0.53,0.49
