BatteryLevel,State,DistanceL,DistanceR,SpeedL,SpeedR
3.1,0,-4195.5,166.41,96.94,107.59
3.1,0,-4089.47,206.17,128.55,-45.29
3.09,0,-3943.68,114.86,146.91,-92.15
3.1,0,-3803.78,86.88,135.19,55.9
3.1,0,-3657.99,194.39,145.85,105.46
3.09,0,-3531.35,232.67,112.31,-48.92
3.1,0,-3432.68,132.54,95.62,-98.21
3.09,0,-3406.17,101.61,-72.74,54.32
3.1,0,-3526.93,204.69,-126.62,103.92
3.1,0,-3563.74,242.98,79.76,-48.83
3.09,0,-3422.37,142.84,137.08,-99.71
3.1,0,-3281,100.14,135.42,31.86
3.09,0,-3152.88,173.77,135.13,73.86
3.1,0,-3023.29,260.65,136.82,105.91
3.09,0,-2870.14,378.46,155.84,117.74
3.09,0,-2812.71,427.06,-53.84,-34.29
3.09,0,-2945.24,338.7,-136.87,-89.23
3.1,0,-2992.37,312.2,52.46,54.98
3.1,0,-2884.87,415.28,115.05,102.01
3.1,0,-2771.47,447.68,130.52,-52.5
3.09,0,-2638.94,347.54,130.84,-100.78
3.09,0,-2582.98,253.29,-45.6,-83.83
3.09,0,-2689.01,176.71,-98.64,-76.07
3.09,1,-2730.24,95.72,55.25,-82.93
3.09,0,-2721.4,91.3,1.07,-0.98
3.09,0,-2721.4,91.3,0.01,-0.01
3.1,0,-2711.1,100.14,3.88,3.19
3.1,0,-2711.1,100.14,0.03,0.02
3.09,0,-2787.67,147.26,-122.72,79.9
3.09,0,-2942.3,237.09,-158.36,89.6
3.1,0,-2958.5,341.65,74.16,111.72
3.1,0,-2883.39,428.53,43.76,46.88
3.1,0,-2871.61,435.9,11.7,7.29
3.1,0,-2896.65,456.51,-2.62,2.17
3.09,1,-2896.65,456.51,-0.02,0.02
3.1,3,-2883.39,463.88,33.84,18.73
3.1,3,-2883.39,463.88,0.25,0.14
3.09,1,-2865.72,449.15,50.99,-41.16
3.1,1,-2865.72,449.15,0.41,-0.35
3.1,0,-2867.19,447.68,-1.53,-1.13
3.1,0,-2893.7,428.53,-2.61,-1.76
3.1,0,-2893.7,428.53,-0.02,-0.01
3.1,1,-2815.65,471.24,125.29,66.72
