BatteryLevel,State,DistanceL,DistanceR,SpeedL,SpeedR
2.95,7,452.09,-91.3,0,0
2.95,7,452.09,-91.3,0,0
2.94,7,452.09,-91.3,0,0
2.95,7,452.09,-91.3,0,0
2.96,7,452.09,-91.3,0,0
2.96,7,452.09,-91.3,0,0
2.95,7,452.09,-91.3,0,0
2.95,7,452.09,-91.3,0,0
2.96,7,452.09,-91.3,0,0
2.95,7,452.09,-91.3,0,0
2.95,7,452.09,-91.3,0,0
2.95,7,452.09,-91.3,0,0
2.95,7,452.09,-91.3,0,0
2.95,7,452.09,-91.3,0,0
2.96,7,452.09,-91.3,0,0
2.96,7,452.09,-91.3,0,0
2.95,7,452.09,-91.3,0,0
2.73,7,416.75,-113.39,122.83,100.25
2.84,5,301.89,-164.93,-96.58,6.75
2.82,5,298.94,-160.52,-1,0.36
2.84,5,323.98,-160.52,49.7,0
2.82,5,388.77,-160.52,52.9,0
2.82,5,357.85,-188.5,-66.24,-58.52
2.82,5,260.65,-265.07,-93.37,-73.24
2.81,5,200.28,-313.67,-16.35,-15.46
2.8,5,200.28,-313.67,-0.12,-0.11
2.84,5,176.71,-291.58,-51.79,47.23
2.82,5,92.78,-231.2,-65.97,55.31
2.83,5,70.69,-191.44,60.4,10.92
2.83,5,148.73,-191.44,81.66,0.08
2.82,5,197.33,-191.44,12.39,0
2.82,5,197.33,-191.44,0.1,0
2.82,5,197.33,-191.44,0,0
2.7,5,132.54,-144.32,-158.84,114.09
2.69,5,132.54,-72.16,-82.49,-57.59
2.82,5,29.45,-170.82,-64.5,-75.48
2.82,5,-8.84,-207.64,-58,-4.99
2.79,5,-108.97,-207.64,-90.33,0.01
2.82,5,-181.13,-219.42,-27.09,-17.49
2.82,5,-181.13,-219.42,-0.22,-0.14
2.82,5,-179.66,-217.95,1.4,1.42
2.82,5,-179.66,-217.95,0.01,0.01
2.81,5,-182.61,-217.95,-2.95,0
2.83,5,-182.61,-217.95,-0.02,0
2.82,5,-182.61,-188.5,-0,60.18
2.82,5,-182.61,-117.81,-0,66.85
2.81,5,-204.69,-60.38,-53.81,39.34
2.82,5,-285.69,-29.45,-58.73,24.18
2.82,5,-278.33,-17.67,19.04,31.29
2.83,5,-273.91,47.12,0.5,63.35
2.82,5,-278.33,97.19,-11.59,38.86
2.82,5,-326.92,120.75,-55.34,21.04
2.83,5,-338.7,113.39,36.14,-33.65
2.81,5,-247.4,36.82,78.49,-73.93
2.82,5,-173.77,-10.31,34.55,0.47
2.82,5,-173.77,44.18,0.25,55.72
2.83,5,-173.77,75.1,0,1.33
2.82,5,-173.77,54.49,0,-15.58
2.82,5,-173.77,55.96,0,4.16
2.82,5,-173.77,55.96,0,0.03
2.79,5,-172.3,48.6,4.34,-18.82
2.81,5,-172.3,11.78,0.03,-38.59
2.82,5,-173.77,-23.56,-4.13,-27.85
2.69,5,-393.19,-8.84,-260.07,-118.31
2.81,5,-238.56,-147.26,155.93,-66.62
2.82,5,-223.84,-135.48,2.66,0.55
