BatteryLevel,State,DistanceL,DistanceR,SpeedLExp,SpeedRExp,SpeedLBuff,SpeedRBuff,OutputL,OutputR,ExpectedL,ExpectedR,stallCntL,stallCntR,stuckL,stuckR,freeCntL,freeCntR,maxStallL,maxStallR
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.22,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.22,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.22,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.22,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.22,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.22,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.22,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.21,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.22,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.22,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.22,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.22,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.22,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.22,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.22,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.22,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.22,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.21,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.21,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.22,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.22,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.22,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.22,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.22,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.22,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.22,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.22,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.22,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.22,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.22,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.22,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.22,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.22,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.22,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.22,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.22,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.22,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.22,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.22,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.22,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.22,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.21,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.22,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.22,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.22,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.22,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.22,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.22,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.22,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.22,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.22,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.21,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.21,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.21,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.22,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.22,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.22,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.21,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.21,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.21,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.21,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.21,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.22,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.22,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.22,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.21,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.21,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.21,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.22,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.22,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.22,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.22,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.22,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.21,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.22,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.22,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.21,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.22,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.22,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.22,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.22,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.22,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.22,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.22,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.21,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.21,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.22,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.22,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.21,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.22,0,1.47,-1.47,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0
3.22,0,1.47,-1.47,0,-0,0,-0,1.02,1.02,1.02,1.02,0,0,0,0,0,0,0,0
3.2,0,1.47,-1.47,0,-0,0,-0,1.02,1.02,1.02,1.02,1,1,0,0,0,0,0,0
3.12,0,1.47,-1.47,0,-0,0,-0,1.02,1.02,1.02,1.02,1,1,0,0,0,0,0,0
3.09,0,1.47,-0,0,0.15,0,14.76,1.02,1.02,1.02,1.02,1,1,0,0,0,0,0,0
3.06,0,2.95,-0,0.15,0.86,14.69,14.69,1.02,1.02,1.02,1.02,1,1,0,0,0,0,0,0
3.04,0,2.95,1.47,0.86,2.26,14.72,29.45,1.02,1.02,1.02,1.02,1,1,0,0,0,0,0,0
3.04,0,7.36,5.89,3.1,5.28,59.3,74.12,1.02,1.02,1.02,1.02,1,1,0,0,0,0,0,0
3.05,0,8.84,7.36,5.46,8.13,73.51,88.49,1.02,1.02,1.02,1.02,1,1,0,0,0,0,0,0
3.05,0,10.31,8.84,9.24,12.65,88.4,103.13,1.02,1.02,1.02,1.02,1,1,0,0,0,0,0,0
3.06,0,14.73,11.78,14.41,18.08,132.21,132.21,1.02,1.02,1.02,1.02,1,1,0,0,0,0,0,0
3.06,0,17.67,16.2,20.78,26.52,162.7,177.49,1.02,1.02,1.02,1.02,1,1,0,0,0,0,0,0
3.1,0,20.62,19.14,28.71,33.16,196.17,211.26,1.02,1.02,1.02,1.02,1,1,0,0,0,0,0,0
3.13,0,23.56,22.09,39.65,44.41,240.2,240.2,1.02,1.02,1.02,1.02,1,1,0,0,0,0,0,0
3.12,0,27.98,25.03,48.14,52.72,269.94,254.94,1.02,1.02,1.02,1.02,1,1,0,0,0,0,0,0
3.14,0,32.4,27.98,59.91,63.22,300.24,270.21,1.02,1.02,1.02,1.02,1,1,0,0,0,0,0,0
3.13,0,33.87,30.93,69.72,72.02,315.22,300.21,1.02,1.02,1.02,1.02,1,1,0,0,0,0,0,0
3.15,0,38.29,35.34,84.5,85.34,321.01,305.73,1.02,1.02,1.02,1.02,1,1,0,0,0,0,0,0
3.15,0,42.71,38.29,96.69,96.3,345.06,315.05,1.02,1.02,1.02,1.02,1,1,0,0,0,0,0,0
3.14,0,45.65,41.23,108.79,108.89,360.08,315.07,1.02,1.02,1.02,1.02,1,1,0,0,0,0,0,0
3.17,0,50.07,44.18,120.7,117.35,360.55,315.48,1.02,1.02,1.02,1.02,1,1,0,0,0,0,0,0
3.14,0,53.01,47.12,132.16,127.21,360.77,330.71,1.02,1.02,1.02,1.02,1,1,0,0,0,0,0,0
3.14,0,55.96,51.54,143.38,137.05,360.04,330.03,1.02,1.02,1.02,1.02,1,1,0,0,0,0,0,0
3.12,0,60.38,54.49,154.18,146.68,360.58,330.53,1.02,1.02,1.02,1.02,1,1,0,0,0,0,0,0
3.13,0,63.32,57.43,164.14,155.39,363.33,333.05,1.02,1.02,1.02,1.02,1,1,0,0,0,0,0,0
3.14,0,67.74,60.38,173.3,163.95,360.07,330.06,1.02,1.02,1.02,1.02,1,1,0,0,0,0,0,0
3.17,0,66.27,63.32,179.24,170.25,305.37,319.91,1.02,1.02,1.02,1.02,1,1,0,0,0,0,0,0
3.15,0,69.21,66.27,184.22,176.16,305.86,320.43,1.02,1.02,1.02,1.02,1,1,0,0,0,0,0,0
3.17,0,73.63,69.21,191.04,183.74,306.63,306.63,1.02,1.02,1.02,1.02,1,1,0,0,0,0,0,0
3.17,0,76.58,72.16,196.9,190.23,308.39,308.39,1.02,1.02,1.02,1.02,1,1,0,0,0,0,0,0
3.17,0,80.99,75.1,202.42,195.79,305.99,305.99,1.02,1.02,1.02,1.02,1,1,0,0,0,0,0,0
3.16,0,82.47,76.58,205.63,198.91,305.94,291.38,1.02,1.02,-1.04,-1.04,2,2,0,0,0,0,0,0
3.18,0,86.88,80.99,210.46,203.65,307.07,293.11,-1.04,-1.04,-1.04,-1.04,2,2,0,0,0,0,0,0
3.13,0,89.83,79.52,214.39,206.06,306.21,250.54,-1.04,-1.04,-1.04,-1.04,2,2,0,0,0,0,0,0
3.08,0,89.83,79.52,217.63,207.39,266.31,224.26,-1.04,-1.04,-1.04,-1.04,2,2,0,0,0,0,0,0
3.06,0,91.3,79.52,219.96,207.44,252.61,196.48,-1.04,-1.04,-1.04,-1.04,2,2,0,0,0,0,0,0
3.05,0,91.3,80.99,220.08,206.99,217.64,190.44,-1.04,-1.04,-1.04,-1.04,2,2,0,0,0,0,0,0
3.05,0,89.83,79.52,220.41,203.03,211.88,127.13,-1.04,-1.04,-1.04,-1.04,2,2,0,0,0,0,0,0
3.04,0,88.36,78.05,218.92,199.65,184.04,113.25,-1.04,-1.04,-1.04,-1.04,2,2,0,0,0,0,0,0
3.03,0,86.88,76.58,215.86,194.7,127.33,56.59,-1.04,-1.04,-1.04,-1.04,2,2,0,0,0,0,0,0
3.04,0,83.94,73.63,209.3,186.08,55.91,-0,-1.04,-1.04,-1.04,-1.04,2,2,0,0,0,0,0,0
3.05,0,82.47,70.69,200.26,175.74,13.73,-41.2,-1.04,-1.04,-1.04,-1.04,2,2,0,0,0,0,0,0
3.05,0,79.52,67.74,191.27,165.95,-41.37,-96.53,-0.97,-0.97,-0.97,-0.97,3,3,0,0,0,0,0,0
3.06,0,76.58,69.21,177.67,151.95,-130.17,-101.24,-0.97,-0.97,-0.97,-0.97,3,3,0,0,0,0,0,0
3.06,0,72.16,66.27,158.36,135.96,-171.5,-128.63,-0.97,-0.97,-0.97,-0.97,3,3,0,0,0,0,0,0
3.07,0,69.21,63.32,137.92,118.93,-214.57,-171.66,-0.97,-0.97,-0.97,-0.97,3,3,0,0,0,0,0,0
3.09,0,67.74,60.38,134.4,116,-214.66,-174.41,-0.97,-0.97,-0.97,-0.97,3,3,0,0,0,0,0,0
3.1,0,64.8,57.43,112.69,97.29,-238.88,-210.77,-0.97,-0.97,-0.97,-0.97,3,3,0,0,0,0,0,0
